acronym,page_title,expansion,hits,script,initials_match,looks_like_person,source,domain,raw_line
ש״מ,"ש""מ",תיאור כמות סופית,0,hebrew,False,False,wiktionary,,"#שם מספר.</br>תיאור כמות סופית. לדוגמה: [[שש]], [[שבעים]]."
ש״ס,"ש""ס",משנה,26429,hebrew,False,False,wikipedia,,"משנה – שישה סדרי משנה, קובץ הלכות הכולל את התורה שבעל-פה"
ש״ס,"ש""ס",תלמוד,6969,hebrew,False,True,wikipedia,,"תלמוד – חיבור קולקטיבי, אשר מסוכמת בו הגותם ההלכתית של האמוראים – חכמי ישראל בתקופה שלאחר חתימת המשנה (המאה ה-2)"
ש״ס,"ש""ס",תלמוד בבלי,4240,hebrew,False,False,wikipedia,,תלמוד בבלי
ש״ס,"ש""ס",תלמוד ירושלמי,1185,hebrew,False,False,wikipedia,,תלמוד ירושלמי
ש״ס,"ש""ס","מפלגת ש""ס",365,hebrew,False,False,wikipedia,,"מפלגת ש""ס – מפלגה חרדית-ספרדית, או בשמה הרשמי: התאחדות הספרדים העולמית שומרי תורה"
ש״ס,"ש""ס","ה'ש""ס",45,hebrew,False,True,wikipedia,,"ה'ש""ס – שנה עברית (1599–1600)"
ש״ס,"ש""ס",שחר סוויסה,27,hebrew,True,False,wikipedia,,"שחר סוויסה – ראפר ישראלי, ידוע בשם הבמה ש""ס"
ש״ס,"ש""ס",שישה סדרים,8,hebrew,True,False,wiktionary,ארון הספרים היהודי,"# {{משלב/ר""ת|ארון הספרים היהודי}} [[שש|'''ש'''ישה]] [[סדר|'''ס'''דר]]ים."
ש״ס,"ש""ס",שעה סמסטריאלית,1,hebrew,True,False,wiktionary,חינוך,"#{{משלב/ר""ת|חינוך}} [[שעה|'''ש'''עה]] [[סמסטר|'''ס'''מסטר]]יאלית."
ש״ס,"ש""ס",שומרי תורה ספרדיים,0,hebrew,True,False,wiktionary,,# '''ש'''ומרי [[תורה]] [[ספרדי|'''ס'''פרדי]]ים. שם מפלגה בכנסת ישראל.
ש״ע,"ש""ע",שולחן ערוך,1956,hebrew,True,False,wiktionary,,# [[שולחן ערוך]].
ש״ע,"ש""ע",שמונה עשרה,1061,hebrew,True,False,wiktionary,,# [[שמונה עשרה]].
ש״ע,"ש""ע",שם עצם,224,hebrew,True,False,wiktionary,,# [[שם עצם]].
ש״ע,"ש""ע",שמיני עצרת,223,hebrew,True,False,wiktionary,,# [[שמיני עצרת]].
ש״ע,"ש""ע",שנת-עבודה,39,hebrew,True,False,wiktionary,,# [[שנת-עבודה]].
ש״פ,"ש""פ",שושן פורים,778,hebrew,True,False,wiktionary,,# [[שושן פורים]].
ש״פ,"ש""פ",שם פרטי,618,hebrew,True,False,wiktionary,,# [[שם פרטי]].
ש״פ,"ש""פ",שבת פרשת,89,hebrew,True,False,wiktionary,,# [[שבת]] פרשת.
ש״פ,"ש""פ",שווה פרוטה,19,hebrew,True,False,wiktionary,,# [[שווה פרוטה]]
ש״צ,"ש""צ",שליח ציבור,181,hebrew,True,False,wiktionary,,#שליח ציבור.
ש״צ,"ש""צ",שבתאי צבי,83,hebrew,True,False,wiktionary,,#שבתאי צבי.
ש״צ,"ש""צ",שוטר צבאי,42,hebrew,True,False,wiktionary,,#שוטר צבאי.
ש״צ,"ש""צ",שמרהו צורו,3,hebrew,True,False,wiktionary,,#שמרהו צורו.
ש״צ,"ש""צ",שיעבוד צף,1,hebrew,True,False,wiktionary,,#שיעבוד צף.
ש״צ,"ש""צ",שתוק צעיר,0,hebrew,True,False,wiktionary,,#שתוק צעיר.
ש״ק,"ש""ק",שבת קודש,198,hebrew,True,False,wiktionary,,#[[שבת קודש]].
ש״ק,"ש""ק",שליח קודש,0,hebrew,True,False,wiktionary,,#שליח קודש (שם משפחה)
ש״ק,"ש""ק",שנת קציר,0,hebrew,True,False,wiktionary,,#שנת קציר.
ש״ש,"ש""ש",שנה שנייה,496,hebrew,True,False,wiktionary,,#[[שנה#שָׁנָה ב|שנה]] [[שני#שֵׁנִי|שני]]יה.
ש״ש,"ש""ש",שנת שירות,232,hebrew,True,False,wiktionary,,#[[שנת שרות|שנת שירות]]
ש״ש,"ש""ש",שם שמים,77,hebrew,True,False,wiktionary,,#[[שם שמים]].
ש״ש,"ש""ש",שעות שבועיות,72,hebrew,True,False,wiktionary,,#[[שעה#שָׁעָה ב|שעות]] [[שבועי]]ות.
ש״ש,"ש""ש",שבת שלום,69,hebrew,True,False,wiktionary,,#[[שבת שלום]].
ש״ש,"ש""ש",שומר שכר,48,hebrew,True,False,wiktionary,משפט עברי,#{{משלב|משפט עברי}} [[שומר שכר]].
ש״ש,"ש""ש",שב שמעתתא,36,hebrew,True,False,wiktionary,,#שב שמעתתא (ספר תורני משמעות שמו בארמית [[שבע#שֶׁבַע|שבע]] [[שמועה|שמועות]])
ש״ש,"ש""ש",שעת שינה,11,hebrew,True,False,wiktionary,,#[[שעה#שָׁעָה ב|שעת]] [[שינה]].
ש״ש,"ש""ש",שעות שנתיות,5,hebrew,True,False,wiktionary,,#[[שעה#שָׁעָה ב|שעות]] [[שנתי]]ות.
ש״ש,"ש""ש",שבועת שוא,2,hebrew,True,False,wiktionary,,#[[שבועה|שבועת]] [[שוא]]
ש״ש,"ש""ש",שבלת שועל,2,hebrew,True,False,wiktionary,,#[[שבלת שועל]]
ש״ש,"ש""ש",שירות שקים,0,hebrew,True,False,wiktionary,,#[[שרות|שירות]] [[צ'ק|שקים]].
ש״ת,"ש""ת",שמחת תורה,526,hebrew,True,False,wiktionary,,#שמחת תורה
ש״ת,"ש""ת",שבת תשובה,15,hebrew,True,False,wiktionary,,#שבת תשובה
ש״ת,"ש""ת",שה תמים,7,hebrew,True,False,wiktionary,,#שה תמים
תא״מ,"תא""מ",תאימות אלקטרומגנטית,9,hebrew,True,False,wiktionary,,#תאימות אלקטרומגנטית.
תא״מ,"תא""מ","תיבות אלו מחוקות (לעתים נכתב: ""מוקפות"")",0,hebrew,True,False,wiktionary,,"#תיבות אלו מחוקות (לעתים נכתב: ""מוקפות"")."
תא״מ,"תא""מ",תיק אזרחי בסדר דין מהיר,0,hebrew,True,False,wiktionary,,#תיק אזרחי בסדר דין מהיר.
תד״ל,"תד""ל",תובלת דרג לוחם,0,hebrew,True,False,wiktionary,,#תובלת דרג לוחם.
תד״ל,"תד""ל",תיק דרך לחייל,0,hebrew,True,False,wiktionary,,#תיק דרך לחייל.
תה״פ,"תה""פ",תואר הפועל,43,hebrew,True,False,wiktionary,דקדוק,"# {{משלב/ר""ת|דקדוק}} תואר הפועל."
תה״פ,"תה""פ",תנועה הרמונית פשוטה,5,hebrew,True,False,wiktionary,פיזיקה,"# {{משלב/ר""ת|פיזיקה}} תנועה הרמונית פשוטה."
תו״ח,"תו""ח",תורת חיים,294,hebrew,True,False,wikipedia,,תורת חיים
תו״ח,"תו""ח",תורת חטאת,15,hebrew,True,False,wikipedia,,"תורת חטאת – ספר הלכה מהרמ""א"
תו״ח,"תו""ח",תוספות חדשים,5,hebrew,True,False,wikipedia,,"תוספות חדשים – פירוש על המשניות, מלוקט מפירושי האחרונים"
תו״ח,"תו""ח",תורת חיים על התורה מרבי חיים הגר,1,hebrew,True,True,wikipedia,,תורת חיים על התורה מרבי חיים הגר
תו״ח,"תו""ח",תורת חיים על התלמוד מרבי אברהם חיים שור,1,hebrew,True,True,wikipedia,,תורת חיים על התלמוד מרבי אברהם חיים שור
תו״ל,"תו""ל",תורת לחימה,269,hebrew,True,False,wiktionary,,# תורת לחימה.
תו״ל,"תו""ל",תום לב,198,hebrew,True,False,wiktionary,,# תום לב.
תו״מ,"תו""מ",תורה ומצוות,230,hebrew,True,False,wiktionary,,#[[תורה]] ו[[מצוה|מצוות]].
תו״מ,"תו""מ",תרומות ומעשרות,175,hebrew,True,False,wiktionary,,#[[תרומה|תרומות]] ו[[מעשר#מַעֲשֵֹר|מעשרות]].
תו״מ,"תו""מ",תכף ומיד,8,hebrew,True,False,wiktionary,,#[[תכף]] ו[[מיד]].
תו״מ,"תו""מ","שותו""מ שומתו""מ",0,hebrew,False,False,wiktionary,,"# [[שותו""מ]] [[שומתו""מ]]"
תו״ת,"תו""ת",תכנון ותקציבים,4,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} תכנון ותקציבים."
תו״ת,"תו""ת",תדפיסים ותמונות,1,hebrew,True,False,wiktionary,,# תדפיסים ותמונות.
תל״ן,"תל""ן",תוצר לאומי נקי,0,hebrew,True,False,wiktionary,,# תוצר לאומי נקי.
תל״ן,"תל""ן",תכנית לימודים נוספת,0,hebrew,True,False,wiktionary,,# תכנית לימודים נוספת.
תמ״א,"תמ""א (פירושונים)","תמ""א 38",88,hebrew,True,False,wikipedia,,"תמ""א 38 – תוכנית המתאר הארצית לחיזוק מבנים קיימים בפני רעידות אדמה"
תמ״א,"תמ""א (פירושונים)",תוכנית מתאר ארצית,81,hebrew,True,False,wikipedia,,תוכנית מתאר ארצית
תמ״א,"תמ""א (פירושונים)","תמ""א 35",40,hebrew,True,False,wikipedia,,"תמ""א 35 – תוכנית המתאר הארצית המשולבת לבניה, לפיתוח ולשימור"
תמ״א,"תמ""א (פירושונים)","ה'תמ""א",30,hebrew,False,True,wikipedia,,"ה'תמ""א – שנה עברית (1680–1681)"
תמ״א,"תמ""א (פירושונים)","תמ""א 22",11,hebrew,True,False,wikipedia,,"תמ""א 22 – תוכנית מתאר ארצית ליער ויעור"
תמ״א,"תמ""א (פירושונים)",תוספת מכסת אחוזים,1,hebrew,True,False,wikipedia,,תוספת מכסת אחוזים
תמ״ג,"תמ""ג",תהודה מגנטית גרעינית,84,hebrew,True,False,wiktionary,פיזיקה,"# {{משלב/ר""ת|פיזיקה}} תהודה מגנטית גרעינית."
תמ״ג,"תמ""ג",תוצר מקומי גולמי,82,hebrew,True,False,wiktionary,כלכלה,"# {{משלב/ר""ת|כלכלה}} תוצר מקומי גולמי."
תמ״ע,"תמ""ע",תרומת מעשר,79,hebrew,True,False,wiktionary,יהדות,"#{{משלב/ר""ת|יהדות}} תרומת מעשר."
תמ״ע,"תמ""ע",תכנות מונחה עצמים (OOP),3,hebrew,True,False,wiktionary,מחשבים,"#{{משלב/ר""ת|מחשבים}} [[w:תכנות מונחה-עצמים|תכנות מונחה עצמים]] (OOP)."
תמ״ע,"תמ""ע",תשובת מנחם עזריה,0,hebrew,True,False,wiktionary,ארון הספרים היהודי,"#{{משלב/ר""ת|ארון הספרים היהודי}} תשובת [[w:מנחם עזריה מפאנו|מנחם עזריה]]."
תמ״ק,"תמ""ק",תת מקלע,242,hebrew,True,False,wiktionary,,#[[תת מקלע]].
תמ״ק,"תמ""ק","תשעונית מבד""ק",0,hebrew,True,False,wiktionary,,"# תשעונית [[מבד""ק]]. ציון במבד""ק שמעניק [[פסיכולוג]]."
תמ״ר,"תמ""ר",תסמונת המעי הרגיז,40,hebrew,True,False,wiktionary,רפואה,"#{{משלב/ר""ת|רפואה}} [[תסמונת המעי הרגיז|'''ת'''סמונת ה'''מ'''עי ה'''ר'''גיז''']]"
תמ״ר,"תמ""ר",תיק מרכז רפואי,0,hebrew,True,False,wiktionary,רפואה,"#{{משלב/ר""ת|רפואה}} [[תיק|'''ת'''יק]] [[מרכז|'''מ'''רכז]] [[רפואה|'''ר'''פואי]]."
תמ״ש,"תמ""ש",תיק משפטי,42,hebrew,True,False,wiktionary,משפטים,"# {{משלב/ר""ת|משפטים}} תיק משפטי."
תמ״ש,"תמ""ש",תיק משפחה,3,hebrew,True,False,wiktionary,משפטים,"# {{משלב/ר""ת|משפטים}} תיק משפחה."
תע״ל,"תע""ל",תצוגה עילית,50,hebrew,True,False,wiktionary,תעופה,"#{{משלב/ר""ת|תעופה}} [[תצוגה]] [[עילי]]ת."
תע״ל,"תע""ל",תנועה ערבית להתחדשות,7,hebrew,True,False,wiktionary,,# [[תנועה]] [[ערבי]]ת ל[[התחדשות]]
תע״ס,"תע""ס",תלמוד עשר הספירות,7,hebrew,True,False,wiktionary,,# תלמוד עשר הספירות.
תע״ס,"תע""ס",תקנון עבודה סוציאלית,2,hebrew,True,False,wiktionary,,# תקנון עבודה סוציאלית.
תע״צ,"תע""צ",תענית ציבור,77,hebrew,True,False,wiktionary,,# תענית ציבור.
תע״צ,"תע""צ","תעסוקת עובדי צה""ל",1,hebrew,True,False,wiktionary,,"#תעסוקת עובדי צה""ל."
תע״צ,"תע""צ",תעודת עובד ציבור,0,hebrew,True,False,wiktionary,,# תעודת עובד ציבור.
תפ״א,"תפ""א",תפוח אדמה,462,hebrew,True,False,wiktionary,,# [[תפוח אדמה]].
תפ״א,"תפ""א",תא פוטואלקטרי,8,hebrew,True,False,wiktionary,,# [[תא פוטואלקטרי]].
תפ״ח,"תפ""ח",תיק פשעים חמורים,1,hebrew,True,False,wiktionary,משפטים,"# {{משלב/ר""ת|משפטים}} תיק פשעים חמורים."
תפ״ח,"תפ""ח",תיק פלילי חמור,0,hebrew,True,False,wiktionary,משפטים,"# {{משלב/ר""ת|משפטים}} תיק פלילי חמור."
תצ״א,"תצ""א",תצלום אוויר,351,hebrew,True,False,wiktionary,,# [[תצלום אויר|תצלום אוויר]].
תצ״א,"תצ""א",תיאוריית צו אלוהי (divine command theory),0,hebrew,True,False,wiktionary,פילוסופיה,"# {{משלב/ר""ת|פילוסופיה}} תיאוריית צו אלוהי (divine command theory)."
תת״מ,"תת""מ",תת משקל,55,hebrew,True,False,wiktionary,רפואה,"#{{משלב/ר""ת|רפואה}} [[תת|'''ת'''ת]] [[משקל|'''מ'''שקל]]"
תת״מ,"תת""מ",תהליך תופס מקום,4,hebrew,True,False,wiktionary,רפואה,"#{{משלב/ר""ת|רפואה}} [[תהליך|'''ת'''הליך]] [[תפס|'''ת'''ופס]] [[מקום|'''מ'''קום]]"
ת״א,"ת""א",תל אביב,49129,hebrew,True,False,wiktionary,ערים בישראל,"# {{משלב/ר""ת|ערים בישראל}} [[תל אביב]]."
ת״א,"ת""א (פירושונים)",תפוח אדמה,462,hebrew,True,False,wikipedia+wiktionary,,# [[תפוח אדמה]].
ת״א,"ת""א (פירושונים)",תרגום אונקלוס,211,hebrew,True,False,wikipedia+wiktionary,ארון הספרים היהודי,"# {{משלב/ר""ת|ארון הספרים היהודי}} תרגום אונקלוס."
ת״א,"ת""א (פירושונים)","ה'ת""א",26,hebrew,False,True,wikipedia,,"ה'ת""א – שנה עברית (1640–1641)"
ת״א,"ת""א (פירושונים)","ת""א 35",19,hebrew,True,False,wikipedia,,"ת""א 35 – מדד המייצג את 35 המניות בעלות שווי השוק הגבוה ביותר הנסחרות בה"
ת״א,"ת""א (פירושונים)",תיק אזרחי,12,hebrew,True,False,wikipedia+wiktionary,משפטים,"# {{משלב/ר""ת|משפטים}} תיק אזרחי."
ת״א,"ת""א (פירושונים)","ת""א 90",11,hebrew,True,False,wikipedia,,"ת""א 90 – מדד המייצג את 90 המניות הכלולות במדד ת""א 125 אך אינן כלולות במדד ת""א 35"
ת״א,"ת""א (פירושונים)","ת""א טק-עילית",8,hebrew,True,False,wikipedia,,"ת""א טק-עילית – מדד של המניות הכלולות במדד ת""א גלובל-בלוטק ובעלות שווי שוק של לפחות 400 מיליון ש""ח"
ת״א,"ת""א",תחבושת אישית,5,hebrew,True,False,wiktionary,"צה""ל","# {{משלב/ר""ת|צה""ל}} תחבושת אישית."
ת״א,"ת""א (פירושונים)","ת""א גלובל-בלוטק",3,hebrew,True,False,wikipedia,,"ת""א גלובל-בלוטק – מדד של כל המניות הכלולות במדד ת""א טכנולוגיה ובמדד ת""א ביומד"
ת״א,"ת""א (פירושונים)",מדדים של הבורסה לניירות ערך בתל אביב,1,hebrew,False,False,wikipedia,,מדדים של הבורסה לניירות ערך בתל אביב:
ת״א,"ת""א (פירושונים)","ת""א יתר SME60",1,hebrew,True,False,wikipedia,,"ת""א יתר SME60 – המייצג את 60 המניות בעלות שווי השוק הגבוה ביותר מבין המניות שאינן נכללות במדד ת""א 125"
ת״א,"ת""א",תכנית אימונים,1,hebrew,True,False,wiktionary,,# תכנית אימונים.
ת״א,"ת""א (פירושונים)","ת""א 125",-1,hebrew,True,False,wikipedia,,"ת""א 125 – מדד המייצג את 125 המניות בעלות שווי השוק הגבוה ביותר הנסחרות בה"
ת״ב,"ת""ב",תשעה באב,1086,hebrew,True,False,wiktionary,,# [[תשעה באב]].
ת״ב,"ת""ב",תעודת בגרות,476,hebrew,True,False,wiktionary,,# [[תעודה|תעודת]] [[בגרות]].
ת״ב,"ת""ב",תרגילי בית,2,hebrew,True,False,wiktionary,,# [[תרגיל|תרגילי]] [[בית#בַּיִת|בית]].
ת״ג,"ת""ג",תדר גבוה,49,hebrew,True,False,wiktionary,,# תדר גבוה.
ת״ג,"ת""ג","בפתרון מד""ח, תנאים אשר קובעים פתרון פרטי מתוך הפתרון הכללי",0,hebrew,False,True,wiktionary,,"# <small>מתמטיקה</small> תנאי גבול.</br>בפתרון [[מד""ח]], תנאים אשר קובעים פתרון פרטי מתוך הפתרון הכללי."
ת״ד,"ת""ד",תאונת דרכים,669,hebrew,True,False,wiktionary,,#[[תאונת דרכים]].
ת״ד,"ת""ד",תיבת דואר,72,hebrew,True,False,wiktionary,,#[[תיבת דואר]].
ת״ה,"ת""ה","בפתרון מד""ר, תנאים אשר קובעים פתרון פרטי מתוך הפתרון כללי",0,hebrew,False,True,wiktionary,,"# תנאי התחלה.</br>בפתרון [[מד""ר]], תנאים אשר קובעים פתרון פרטי מתוך הפתרון כללי."
ת״ה,"ת""ה",מכלול הערכים שמשתנה יכול לקבל,0,hebrew,False,False,wiktionary,,# תחום הגדרה.</br>מכלול הערכים שמשתנה יכול לקבל.
ת״ז,"ת""ז",תעודת זהות,425,hebrew,True,False,wiktionary,,# [[תעודת זהות]].
ת״ז,"ת""ז",תרשים זרימה,46,hebrew,True,False,wiktionary,,# [[תרשים זרימה]].
ת״ז,"ת""ז",תפוח זהב,44,hebrew,True,False,wiktionary,,# [[תפוח זהב]].
ת״ח,"ת""ח",תלמיד חכם,683,hebrew,True,False,wiktionary,,#תלמיד חכם.
ת״ח,"ת""ח",תענית חלום,4,hebrew,True,False,wiktionary,,#תענית חלום.
ת״י,"ת""י",תקן ישראלי,64,hebrew,True,False,wiktionary,,#תקן ישראלי.
